,name,like,review,reply,min_del_price,menu_int,menu1,menu2,menu3,mean_price,info_int,runtime_wk(분),order,addr,rev_int,total_int,rate,event,location
162,후구오네 짜글이,642,888,889,3000,16,18200,18900,18900,18667,16,10080,4000,서울시 강동구 천호동 121-93,42,74,4.9,1,강동역
163,엄마밥상,395,433,426,6900,7,11900,9900,7000,9600,34,10080,2000,서울시 강동구 길동 381-1,20,61,4.9,1,강동역
164,한촌설렁탕 강동점,814,863,871,10000,15,15000,15000,15000,15000,36,3600,6000,서울시 강동구 성내동 199-23,10,61,4.8,1,강동역
165,수제두붓집,727,573,578,8000,0,9000,8000,13000,10000,6,4620,3000,서울시 강동구 암사동 512,22,28,4.8,1,강동역
166,장닭,531,609,570,6500,17,14500,14250,13250,14000,17,5850,1000,서울시 강동구 천호동 121-83,42,76,4.9,1,강동역
167,시골밥집,1969,475,289,7000,6,7000,8000,7000,7333,6,4200,2000,서울시 강동구 성내동 5000-1,15,27,4.9,1,강동역
168,배달의쌀국수 강동점,2490,453,454,11900,15,7500,8500,9500,8500,32,4830,2000,서울시 강동구 길동 374-11,33,80,4.9,1,강동역
169,무국적식탁 천호점,1705,1828,1847,7000,20,8500,8900,9900,9100,20,6360,10000,서울시 강동구 천호동 364-8,22,62,4.8,1,강동역
170,하루한끼 덮밥전문점,270,234,187,7000,19,7500,7500,8500,7833,24,3780,1000,서울시 강동구 천호동 454-43,6,49,4.9,1,강동역
171,골라먹는덮밥 강동점,1031,1646,1655,6900,14,8900,9000,7900,8600,28,4620,7000,서울시 강동구 천호동 301-41,14,56,4.8,1,강동역
172,마마쿡 반찬전문점 길동점,567,166,167,3000,13,2500,2500,2500,2500,13,3240,2000,서울시 강동구 길동 378-4,11,37,4.6,0,강동역
173,본가신의주찹쌀순대 본점,871,319,322,8000,17,29000,21000,16000,22000,33,6690,3000,서울시 강동구 성내동 420-42,20,70,4.8,1,강동역
174,배달짜글 oh짜글 천호길동점,814,520,524,11900,13,17900,17900,17900,17900,30,4200,2000,서울시 강동구 천호동 364-3,33,76,4.9,1,강동역
175,배달삼겹 돼지되지 암사명일점,2133,632,552,8000,9,23200,23900,26900,24667,29,4410,2000,서울시 강동구 천호동 32-5,32,70,4.9,1,강동역
176,명가밥상,2395,1384,1384,7000,14,13000,7000,7000,9000,29,5460,9000,서울시 강동구 길동 99-1,23,66,4.8,1,강동역
177,1인한독대 국물 김치찜,622,752,705,16000,4,16000,26500,26500,23000,21,7140,3000,서울시 영등포구 대림동 1111-1,11,36,4.9,1,가산디지털단지역
178,찌개 짜글 THE짜글 독산점,590,852,571,12000,21,18500,19500,19500,19167,30,5040,5000,서울시 금천구 독산동 284-10,2,53,4.9,1,가산디지털단지역
179,혼밥대왕 구로점,434,448,323,6900,19,7400,8400,9400,8400,42,9360,3000,서울시 구로구 구로동 424-17,31,92,4.7,1,가산디지털단지역
180,배달삼겹돼지되지 독산직영점,198,321,311,8400,9,9900,16150,24150,16733,19,5040,1000,서울시 금천구 독산동 146-7,47,75,4.9,1,가산디지털단지역
181,자연식당,755,679,717,14000,0,28000,8000,20000,18667,12,4200,4000,서울시 금천구 독산동 299-3,23,35,4.9,1,가산디지털단지역
182,족보잇는 국밥밀면 딜리버리 독산점,400,345,310,8000,16,7000,9000,18000,11333,29,5250,2000,서울시 금천구 독산동 965-32,35,80,4.8,1,가산디지털단지역
183,백종원의 새마을식당 가산점,413,209,209,12000,5,22000,22000,6000,16667,9,3780,2000,서울 금천구 가산동 371-28,12,26,4.7,0,가산디지털단지역
184,바음식당 본점,332,326,325,7000,3,8500,8500,7500,8167,17,5040,2000,서울시 금천구 가산동 151-16,21,41,4.6,1,가산디지털단지역
185,배달우삼겹 우된장 독산점,1371,1219,1214,10000,17,19750,33250,21450,24817,29,5400,10000,서울시 금천구 독산동 144-52,8,54,4.8,1,가산디지털단지역
186,송주불냉면 & 송주막국수,980,1024,1014,10000,17,8500,8500,11500,9500,17,5040,7000,경기도 광명시 철산동 105-1,18,52,4.8,1,가산디지털단지역
187,7달러 1인김치찌개 구로점,228,230,168,5000,7,6900,6900,7900,7233,7,4710,1000,서울시 구로구 구로동 442-82,1,15,4.9,1,가산디지털단지역
188,장군이네 차돌 김치찜,666,1000,1003,9000,14,9500,7500,33000,16667,26,4460,4000,서울시 구로구 구로동 416-23,17,57,4.9,1,가산디지털단지역
189,머슴밥 짜글이,444,341,341,14000,4,24000,23000,23000,23333,4,10080,2000,서울시 금천구 독산동 958-63,1,9,4.7,1,가산디지털단지역
190,배달삼겹직구삼 금천점,3124,664,767,10000,18,22000,21000,22000,21667,41,4410,4000,서울시 금천구 독산동 163-18,52,111,4.8,1,가산디지털단지역
191,1984반찬,386,274,274,16000,14,10000,6000,6000,7333,25,4410,1000,경기도 광명시 철산동 472-107,9,48,4.7,1,가산디지털단지역
192,매운맛 땡길 때 밥장인 구디점,1912,324,329,12000,17,13000,18500,22900,18133,34,6510,2000,서울시 구로구 구로동 222-3,45,96,4.8,1,가산디지털단지역
193,한옥짐 김치찜 구로점,2014,302,303,13000,0,9000,9000,9000,9000,11,4410,3000,서울시 구로구 구로동 188-25,0,11,4.8,0,가산디지털단지역
194,프리미엄 쫄면삼겹 고돼지 광명점,279,265,251,9000,0,8000,9500,8000,8500,12,4830,1000,경기 광명시 철산동 169-3,15,27,4.7,1,가산디지털단지역
195,존슨부대찌개,174,179,180,11900,7,11900,23700,29700,21767,16,4200,800,서울시 구로구 구로동 188-25,7,30,4.8,1,가산디지털단지역
196,하남돼지집 광명철산점,335,259,249,25000,15,15000,15000,16000,15333,38,2940,2000,경기도 광명시 철산동 420,19,72,4.6,1,가산디지털단지역
197,반찬전문점오레시피 서울방화점,1080,611,634,6000,7,6500,5000,6000,5833,23,4200,3000,서울시 강서구 방화동 288-15,3,33,4.9,0,마곡나루역
198,펭귄냉면,472,646,626,9500,21,7500,7500,6500,7167,35,6300,2000,강서구 내발산동 699-17,51,107,4.8,1,마곡나루역
199,집밥사랑,2270,1043,1015,8000,3,20000,17000,17000,18000,3,5880,4000,서울시 강서구 마곡동 774-2,9,15,4.9,1,마곡나루역
200,고향옥얼큰순대국 & 순대,2100,855,454,3000,10,16000,9000,8000,11000,32,5020,5000,서울시 강서구 가양동 1498,28,70,4.9,1,마곡나루역
201,밥꼬콩불,812,659,421,17000,14,17000,18000,17000,17333,23,4370,2000,서울시 강서구 마곡동 774-3,23,60,4.9,1,마곡나루역
202,문래돼지불백 방화점,1035,351,327,11000,0,14000,18000,26000,19333,10,4410,3000,서울시 강서구 방화동 598-75,15,25,4.9,0,마곡나루역
203,화동 순대국,700,1328,1321,8000,34,8500,10500,11000,10000,34,4200,5000,서울시 강서구 내발산동 650-15,6,74,4.9,1,마곡나루역
204,짜글이 천국,631,584,581,17000,0,22000,25000,25000,24000,14,5020,2000,서울시 강서구 방화동 611-3,21,35,4.9,1,마곡나루역
205,숯불고기냉면&고개비빔밥,260,458,385,9000,6,9000,9000,9000,9000,6,10080,2000,서울시 강서구 내발산동 681-28,0,12,4.8,1,마곡나루역
206,족보잇는 국밥 &얼음밀면 마곡나루점,852,510,511,9000,19,9000,9000,20000,12667,31,6510,3000,서울시 강서구 마곡동 759,33,83,4.8,1,마곡나루역
207,백종원의 새마을 식당 마곡나루역점,256,215,219,12000,5,22000,22000,6000,16667,19,5200,1000,서울시 강서구 마곡동 757-5,11,35,4.9,1,마곡나루역
208,화통쭈꾸미 직화볶음&정식,2056,1410,1425,9000,16,11000,9000,17500,12500,34,4500,6000,서울시 강서구 내발산동 665-11,17,67,4.9,1,마곡나루역
209,곱창이야기,995,742,685,22000,20,16000,14000,16000,15333,38,3990,2000,서울시 강서구 마곡동 797-9,16,74,4.7,1,마곡나루역
210,유가네 닭갈비 마곡발산점,614,314,272,15000,2,9000,33500,14750,19083,19,4620,2000,서울시 강서구 마곡동 797-9,28,49,4.8,1,마곡나루역
211,냉면쟁이 고기꾼,483,1138,1148,14000,9,8000,8000,22000,12667,9,7560,5000,서울시 강서구 마곡동 758-4,20,38,4.8,1,마곡나루역
212,낙원당 마곡나루점,205,299,157,13500,19,36000,33000,33000,34000,40,5040,1000,서울시 강서구 마곡동 759-3,14,73,4.8,1,마곡나루역
213,배달삼겹 지기구삼 방화점,241,426,319,9000,0,9000,14000,12000,11667,23,5040,3000,서울시 강서구 방화동 607-222,27,50,4.9,1,마곡나루역
214,빙하시대,765,374,265,7000,17,9000,7500,15000,10500,25,4320,4000,서울시 강서구 방화동 168-114,19,61,4.8,1,마곡나루역
215,덮다 발산점,221,119,117,8900,0,8900,8900,9900,9233,15,5040,700,서울시 강서구 내발산동 669-3,0,15,4.9,1,마곡나루역
216,반찬전문점오레시피 서울발산점,927,357,22,10000,13,10000,11000,3500,8167,13,2840,2000,서울시 강서구 내발산동 750-2,5,31,4.9,1,마곡나루역
217,차고집칡냉면 본점,2864,3599,4196,7000,5,7000,7000,9750,7917,5,4830,15000,서울시 강동구 명일동 337-30,35,45,4.8,1,고덕역
218,혼밥돼지&짜그리 강동점,672,687,558,7000,10,14000,14000,7000,11667,22,4970,2000,서울시 강동구 명일동 103,14,46,4.9,1,고덕역
219,팔당칼국수와수제비,796,434,415,13000,3,14000,17500,17500,16333,23,3990,2000,서울시 강동구 상일동 307,21,47,4.9,1,고덕역
220,소담,300,201,179,8000,5,9000,9000,8000,8667,11,5670,1000,서울시 강동구 암사동 451-14,0,16,4.9,0,고덕역
221,하남돼지집 강동명일점,554,689,701,20000,14,40000,54000,14000,36000,22,2480,3000,서울시 강동구 명일동 312-216,12,48,4.9,1,고덕역
222,국밥여행 강동점,635,749,307,15000,17,7500,7500,16000,10333,31,5580,3000,서울시 강동구 천호동 35-1,20,68,4.9,1,고덕역
223,숯불돼지갈비 마조집,751,366,387,16000,15,60000,9000,56000,41667,15,4620,2000,서울시 강동구 명일동 346-6,30,60,4.8,1,고덕역
224,백종원의 원조쌈밥집 명일점,254,157,152,13000,0,13000,13000,16000,14000,0,4200,1000,서울시 강동구 명일동 312-66,3,3,4.9,1,고덕역
225,독도얼큰이 냉면&칼국수,676,460,458,7000,0,7000,9000,8000,8000,20,4200,2000,서울시 강동구 고덕동 185-7,32,52,4.8,1,고덕역
226,한식마당,1451,1227,224,7000,3,7000,7000,13000,9000,6,4830,7000,서울시 강동구 길동 334-16,18,27,4.9,1,고덕역
227,종로김밥 명일굽은다리역점,154,118,119,9000,8,4000,4000,5000,4333,32,3780,1000,서울시 강동구 명일동 343-7,0,40,4.6,0,고덕역
228,두남자의 볶음밥&냉모밀 강동점,375,395,359,7500,10,8500,7500,13400,9800,10,4620,2000,서울시 강동구 천호동 224-37,15,35,4.8,1,고덕역
229,도둑냉면 상일점,188,200,183,14000,21,7500,7500,7500,7500,35,4410,1000,서울시 강동구 상일동 274-7,26,82,4.8,1,고덕역
230,오늘게장,1039,448,451,11000,11,23000,23000,17000,21000,16,7300,2000,서울시 강동구 암사동 488-18,12,39,4.8,1,고덕역
231,헬로우낙곱새 천호점,260,201,191,10000,16,33000,33000,10500,25500,16,6300,600,서울시 강동구 천호동 40-40,20,52,4.8,1,고덕역
232,엄마의부엌,153,121,122,7000,5,7000,9000,9000,8333,12,6300,500,서울시 강동구 천호동 19-1,14,31,4.7,1,고덕역
233,신의주찹쌀순대 상일동점,61,53,54,8000,0,9000,12000,9000,10000,17,6090,900,강동구 상일동 494,2,19,4.8,0,고덕역
234,203고추장찌개,291,215,86,12000,11,14500,18000,20500,17667,31,3780,1000,서울시 강동구 암사동 456-86,8,50,5,1,고덕역
235,김밥천국 건대점,3364,1875,1931,6500,19,5000,7500,7500,6667,19,6720,16000,광진구 화양동 11-30,40,78,4.9,1,성수역
236,더진국 건국대점,1074,821,829,8000,12,8500,8500,8500,8500,12,9880,7000,광진구 화양동 11-2,24,48,4.8,1,성수역
237,혼밥대왕,975,1041,1045,6900,19,7400,8400,9400,8400,40,7980,8000,광진구 화양동 111-5,24,83,4.8,1,성수역
238,그집돼지 건대입구점,463,771,745,9000,11,5500,4000,9200,6233,16,4590,3000,광진구 자양동 8-14,11,38,4.9,1,성수역
239,1인불향쭈꾸미&낙지(군자점),1543,1585,1496,11000,13,16000,16000,14000,15333,13,6210,5000,광진구 군자동 360-20,26,52,4.9,1,성수역
240,정성이가득찬집밥 건대점,2227,1138,1083,8000,16,20000,8000,8750,12250,37,5040,5000,광진구 화양동 15-5,33,86,4.9,1,성수역
241,골라먹는 덮밥.냉면 본점,2808,1792,1802,6900,14,9150,7650,9900,8900,31,5250,9000,광진구 화양동 2-46,15,60,4.8,1,성수역
242,철순이네 김치찌개,2337,1218,858,11900,6,25000,25000,22500,24167,15,6975,5000,광진구 군자동 358-9,21,42,4.9,1,성수역
243,육쌈냉면 건대점,669,822,827,11000,4,8500,8500,8500,8500,13,4200,6000,광진구 화양동 9-45,9,26,4.8,1,성수역
244,후구오네 짜글이,1051,1051,1064,3000,15,18200,18900,18900,18667,15,10080,5000,성동구 송정동 73-918,40,70,4.9,1,성수역
245,1983김지영,3201,865,423,7000,5,6600,4500,6750,5950,17,2730,5000,성동구 성수동2가 278-27,8,30,4.9,0,성수역
246,밥도둑 한끼뚝딱,832,570,556,6000,20,6900,7900,7900,7567,33,7980,5000,광진구 화양동 186,14,67,4.8,1,성수역
247,도도삼겹,472,501,488,8000,6,9900,10900,5500,8767,23,3420,2000,광진구 화양동 495-15,34,63,4.8,1,성수역
248,유가네닭갈비 건대점,706,608,577,15000,6,31000,15000,15750,20583,20,5040,4000,광진구 화양동 47-72,20,46,4.8,1,성수역
249,솔로테이블,852,891,899,5000,4,6500,6900,6900,6767,13,5040,6000,성동구 성수동2가 279-42,4,21,4.6,1,성수역
250,집밥으로 우주정복 광진본점,1040,1713,1732,6900,8,8900,10900,7500,9100,20,6580,8000,광진구 화양동 478-2,29,57,4.8,1,성수역
251,인생낙곱새 성수점,731,532,535,13000,23,30000,33500,30000,31167,34,5040,1000,성동구 성덕정15길 12,18,75,4.9,1,성수역
252,본가칼국수,480,310,282,8000,7,32000,11000,8000,17000,26,5460,3000,광진구 화양동 46-63,17,50,4.7,1,성수역
253,유가네 식당,334,268,263,7000,0,15000,15000,15000,15000,9,3960,1000,광진구 자양동 227-165,8,17,5,1,성수역
254,고향산천 원조 숯불닭갈비,398,470,474,7000,18,27500,13000,26000,22167,31,3960,1000,광진구 화양동 112-12,24,73,4.9,1,성수역
255,백종원의 새마을식당 한양대점,475,394,392,12000,0,22000,22000,6000,16667,23,5880,3000,성동구 행당동 168-78,17,40,4.9,1,뚝섬역
256,찌개짜글 THE짜글 왕십리,529,906,904,12000,22,18500,19500,19500,19167,39,5460,4000,성동구 행당동 292-32,3,64,4.9,1,뚝섬역
257,엄마밥상,3132,2049,2341,5000,5,9400,6500,11900,9267,9,5740,10000,광진구 군자동 350-8,3,17,4.7,0,뚝섬역
258,한촌설렁탕 성수뚝도점,360,279,280,10000,15,8000,8500,8500,8333,15,5390,2000,성동구 성수동2가 339-1,18,48,4.9,1,뚝섬역
259,배달삼겹살 삼삼구,1331,1424,869,9000,0,3600,6500,8700,6267,16,4620,9000,성동구 행당동 19-54,31,47,4.8,1,뚝섬역
260,고기듬뿍통큰비빔밥,723,677,688,7000,7,12000,9000,9500,10167,18,4920,3000,광진구 군자동 350-8,4,29,4.8,1,뚝섬역
261,하남돼지집 건대점,367,428,431,14000,0,53000,38000,13000,34667,0,4590,3000,광진구 화양동 49-15,12,12,4.8,1,뚝섬역
262,물고기반찬by생선구이 성동구점,2156,486,517,14000,19,11500,10000,6000,9167,34,7140,2000,성동구 성수동2가 279-50,17,70,4.8,1,뚝섬역
263,한식the밥,326,232,212,7000,6,18750,20000,7800,15517,16,4860,1000,성동구 성수동2가 279-42,2,24,4.8,1,뚝섬역
264,몽땅 부대찌개 본점,1142,565,574,14500,9,14500,16500,16500,15833,24,6870,3000,성동구 성수동2가 289-18,11,44,4.9,1,뚝섬역
265,위풍당당 고기덮밥 본점,762,640,678,9500,3,9500,9500,9000,9333,3,6440,3000,성동구 행당동 298-74,7,13,4.8,1,뚝섬역
266,따띠삼겹 건대점,270,118,121,8000,5,3500,5800,8000,5767,17,4620,1000,광진구 화양동 34-75,2,24,4.9,0,뚝섬역
267,뚝배기집,2127,616,621,7000,14,8000,7000,7000,7333,36,3240,5000,광진구 중곡동 129-42,9,59,4.8,1,군자역
268,까시발라 생선구이,1638,535,540,9000,13,9000,12000,9750,10250,20,4620,5000,광진구 중곡동 255-43,11,44,4.9,0,군자역
269,김환쪽갈비 &숯불닭갈비,2826,963,687,17000,18,33000,31000,31000,31667,36,4700,4000,광진구 중곡동 211-29,11,65,4.9,1,군자역
270,한촌설렁탕 군자점,547,379,384,8000,15,8000,8500,11000,9167,15,4830,7000,광진구 군자동 242,13,43,4.8,0,군자역
271,배달삼겹고기가땡길때,1325,1084,761,9500,6,27500,23000,24000,24833,18,5040,4000,광진구 구의동 230-24,27,51,4.9,1,군자역
272,열혈분식 마장점,1916,751,612,7500,0,6500,7500,6000,6667,10,3780,6000,성동구 도선동 184,18,28,4.9,1,답십리역
273,골라먹는덮밥 시립대점,563,711,663,6900,9,8900,7650,7900,8150,22,5250,3000,동대문구 전농동 103-289,9,40,4.8,1,답십리역
274,혼밥대왕 회기점,433,431,421,8000,12,7400,8400,9400,8400,33,6300,2000,동대문구 전농동 103-305,25,70,4.8,1,답십리역
275,일도숯불삼겹 본점,544,938,935,9900,16,23900,23900,24900,24233,28,8400,2000,동대문구 전농동 688-3,29,73,4.8,1,답십리역
276,쭈블링 불맛직화쭈꾸미&비빔밥 왕십리점,1438,1027,1043,8900,16,9500,9500,9500,9500,21,10080,7000,성동구 하왕십리동 955-1,11,48,4.8,1,답십리역
277,다정식당,2165,2414,43,9000,8,15000,15000,10000,13333,30,3960,12000,동대문구 장안동 106-20,13,51,4.9,1,답십리역
278,배달삼겹 셔틀돼지 왕십리점,863,886,890,14000,16,14500,26500,27500,22833,40,5460,3000,성동구 홍익동 274-5,13,69,4.9,1,답십리역
279,건강한반찬국선생 전농점,515,298,303,10000,15,7900,7900,20000,11933,32,4140,1000,동대문구 전농동 695,9,56,4.9,1,답십리역
280,육회바른연어,735,769,222,5900,14,5900,5900,12900,8233,14,1140,2000,성동구 홍익동 336,31,59,4.9,1,답십리역
281,배달돼지 왕십리점,2327,1004,1038,13500,2,22500,23500,24900,23633,19,5030,4000,성동구 홍익동 278,30,51,4.9,1,답십리역
282,전농 골목냉면,1886,1279,41,7000,10,9000,7000,7000,7667,18,4970,9000,동대문구 답심리동 99-22,8,36,4.8,1,답십리역
283,고기듬뿍대왕비빔바&냉면 전농점,573,996,989,7000,17,6000,9900,9500,8467,24,3780,3000,동대문구 전농동 204-220,6,47,4.9,1,답십리역
284,모던한식당,256,273,273,8000,11,8000,8500,9500,8667,25,5760,900,동대문구 전농동 152-11,0,36,4.9,0,답십리역
285,숯불훈제구이 지브로배달돼지 본점,745,473,587,9900,19,14400,14500,19500,16133,18,4740,1000,동대문구 답십리동 2-2,19,56,4.9,1,답십리역
286,집으로간 한식,1526,823,767,9000,18,15000,16000,7500,12833,18,4830,4000,동대문구 장안동 106-20,36,72,4.8,1,답십리역
287,한촌설렁탕 장안점,518,248,286,5000,16,8000,8500,15000,10500,25,6930,4000,동대문구 장안동 368-4,8,49,4.7,1,답십리역
288,국수나무 답십리역점,542,313,249,13000,17,8500,11000,10000,9833,27,3420,2000,동대문구 답십리동 530-15,7,51,4.7,1,답십리역
289,정성이가득찬 집밥,3277,1553,1563,12000,0,20000,7750,7750,11833,23,5880,7000,중랑구 묵동 245-89,44,67,4.8,1,상봉역
290,슬기로운 밥도둑,2718,993,541,8000,3,20000,18000,18000,18667,3,5740,6000,중랑구 면목동 360-3,53,59,4.9,1,상봉역
291,베테랑 한식,1048,981,815,8000,14,8000,8000,7500,7833,19,4620,4000,중랑구 중화동 316-26,10,43,4.9,1,상봉역
292,큰맘할매순대국 면목점,4286,2454,405,8000,16,8750,8500,8500,8583,22,5460,8000,중랑구 면목동 501-4,9,47,5,1,상봉역
293,신대감 김치찌개&부대찌개,810,679,674,8000,16,24000,24000,20000,22667,16,5180,3000,중랑구 신내동 493-158,33,65,4.9,1,상봉역
294,후구오네 짜글이,300,396,397,14000,16,18200,19200,19200,18867,35,7070,1000,중랑구 상봉동 86-45,19,70,5,1,상봉역
295,배달돼지 면목점,2462,874,1151,13500,19,13500,14000,22900,16800,36,5250,3000,중랑구 면목동 119-1,29,84,4.9,1,상봉역
296,자꾸자꾸 먹고싶은 삼겹살,1272,1795,1597,12000,20,22000,13000,13000,16000,43,5040,5000,중랑구 면목동 147-1,28,91,4.9,1,상봉역
297,개성냉면본점,3014,2227,2235,7000,13,7000,7000,8000,7333,26,4410,10000,중랑구 망우동 531-1,24,63,4.8,1,상봉역
298,상봉냉면칼국수,5073,907,1366,13500,0,7500,7500,8500,7833,7,3780,12000,중랑구 면목동 131-1,35,42,4.8,1,상봉역
299,배포찌개 중랑점,851,1330,1336,12000,8,20500,19500,19500,19833,20,4200,3000,중랑구 면목동 523-5,8,36,4.9,1,상봉역
300,고기반햄반찌개,869,885,1018,12000,15,12000,19500,19500,17000,30,5040,3000,중랑구 망우동 477-56,14,59,4.9,1,상봉역
301,고기듬뿍 대왕비빔밥&냉면 상봉점,599,793,793,14000,14,10500,9500,9500,9833,25,4080,2000,중랑구 상봉동 112-58,9,48,4.9,1,상봉역
302,밥먹고갈래,240,288,282,7000,7,7000,7000,8000,7333,7,5320,1000,중랑구 면목동 183-111,16,30,4.9,1,상봉역
303,국밥N냉면,3141,2085,2103,7000,8,7500,7500,13500,9500,42,5460,6000,중랑구 중화동 101-2,48,98,4.9,1,상봉역
304,10첩반상 찌개백반,2107,1144,1146,10000,7,20500,20500,21500,20833,8,6370,5000,중랑구 묵동 250-17,26,41,4.8,1,상봉역
305,한촌설렁탕 중화점,241,197,156,10000,14,8000,8500,15000,10500,24,4130,2000,중랑구 중화동 303-8,0,38,4.8,0,상봉역
306,고급1인한정식 뜨신밥,493,433,434,9000,0,12000,16000,12000,13333,16,5075,3000,중랑구 상봉동 111-79,12,28,4.8,0,상봉역
307,완벽한 밥상,1209,888,878,13000,18,16000,16000,18000,16667,37,3900,3000,중랑구 면목동 180-105,32,87,4.9,1,상봉역
308,1인용 묵은지 김치찜,659,339,327,3000,17,22500,22500,23000,22667,24,5320,1000,중랑구 중화동 302-77,9,50,4.8,1,상봉역
309,내입에삼겹,1151,1138,1363,12000,12,17800,18800,18800,18467,28,4980,3000,성북구 삼선동2가 45-1,6,46,4.9,1,동묘앞역
310,한사바리해장국 왕십리점,1866,1556,1379,9000,14,9000,10000,11000,10000,38,10080,9000,성동구 하왕십리동 955-1,17,69,4.9,1,동묘앞역
311,승호네카레라이스&콩국수,1867,350,347,7000,0,7500,6500,7000,7000,19,4620,5000,성북구 동선동2가 173,0,19,4.9,0,동묘앞역
312,동대문소문난 만경식당,1526,624,625,12000,14,14000,12000,7000,11000,28,4570,5000,중구 신당동 253-3,14,56,4.8,0,동묘앞역
313,한양식당 생갈치 고등어조림,2296,2164,2182,9000,18,30000,22500,25000,25833,42,3420,7000,중구 황학동 366,22,82,5,1,동묘앞역
314,밥,1405,1781,1821,8000,2,8000,8000,9000,8333,2,4970,12000,성북구 삼선동3가 116,8,12,4.8,1,동묘앞역
315,혼밥대왕 보문점,464,347,224,6000,12,7500,8500,9500,8500,33,6300,2000,성북구 삼선동4가 322,19,64,4.8,1,동묘앞역
316,광장시장 먹거리장터,3261,760,887,16000,15,24000,21000,19000,21333,28,4200,2000,성북구 안암동5가 103-88,0,43,4.9,1,동묘앞역
317,천수냉면 신당점,2251,2375,2570,13000,15,8000,8000,8000,8000,30,5310,16000,중구 황학동 549,26,71,4.8,1,동묘앞역
318,국밥전문점 육수당 대학로점,1034,426,440,10000,15,10000,7000,7000,8000,15,4340,3000,종로구 명륜2가 23-1,25,55,4.8,1,동묘앞역
319,혼밥돼지&짜그리 동대문점,423,397,371,7000,20,14000,14000,7000,11667,36,5040,2000,동대문구 용두동 122-52,19,75,4.9,1,동묘앞역
320,큰맘할매순대국 창신역점,1644,982,367,7000,0,7000,8000,10000,8333,12,9520,7000,종로구 창신동 23-76,8,20,4.8,1,동묘앞역
321,1인용 인생 김치찜&부대찌개 퇴계로점,437,283,262,12000,12,18000,17000,17000,17333,12,4620,1000,중구 쌍림동 25-12,9,33,4.9,1,동묘앞역
322,불꽃냉면칼국수,1551,509,514,7000,15,8000,9000,8000,8333,27,4410,7000,성북구 보문동2가 5-3,21,63,4.8,1,동묘앞역
323,명쭈3 대학로본점,665,468,449,14000,13,32500,32500,2000,22333,21,4620,1000,종로구 명륜4가 176-1,22,56,4.9,1,동묘앞역
324,신우양돈 매운갈비찜&탕,258,203,203,12000,14,12000,27000,35000,24667,33,5460,900,종로구 명륜4가 44,11,58,4.9,1,동묘앞역
325,고향마을,3283,1009,2,8000,12,16000,15000,17000,16000,21,4620,7000,중구 신당동 52-224,12,45,4.9,1,동묘앞역
326,골라먹는덮밥&냉면 왕십리점,278,297,291,6900,18,7650,8150,7900,7900,18,5250,1000,성동구 하왕십리동 989-25,19,55,4.8,1,동묘앞역
327,계경순대국 청구점,885,930,390,7000,16,8500,9000,9000,8833,24,6195,5000,중구 신당동 52-270,26,66,4.9,1,동묘앞역
328,한사바리 해장국 미아점,1021,811,809,9000,18,9000,10000,11000,10000,32,5390,4000,강북구 미아동 311-1,15,65,4.9,1,미아사거리역
329,정성이 가득찬 집밥,1257,932,702,8000,6,7750,7750,7750,7750,17,5520,5000,성북구 길음동 1262-234,15,38,4.8,1,미아사거리역
